Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Distance,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Class
142.74,92.8384,4.0558,0.0979,0.0527,-173.8,-78.1944,65.9667,51.7033,367.575,Z,Z,U,J7WJRYI9OL,SRLAH,h
10.5046,9.0132,2.2204,0.6088,0.3293,6.8141,10.3285,-5.9923,69.4158,150.3847,R,U,T,HUDZ3S7J28,CVVP5,h
20.6865,15.2789,2.7123,0.3475,0.1689,25.9948,16.4699,-2.4539,10.1903,191.3144,V,S,X,FS85UDND46,SPG8V,h
28.6793,7.9675,2.2553,0.5944,0.3139,33.1281,18.8419,-6.2511,36.4032,202.981,R,R,V,D17UJ7662I,ET2BY,g
36.7182,17.8838,2.8035,0.305,0.158,10.2902,36.999,-10.8605,6.35,68.57600000000001,V,U,Y,UOEN3HNV5M,K845A,g
74.1464,20.7143,2.7348,0.2799,0.1427,-31.1356,53.6291,19.484,4.802,300.163,W,Y,Y,F30UWMQ74X,HM4A1,g
60.2095,30.3849,3.7078,0.1793,0.1141,21.6093,60.8677,17.2177,25.5574,185.198,Y,S,V,5EZSSQUWAW,YI0PK,h
48.962,21.8454,2.8736,0.2903,0.1559,25.0289,45.37,-10.8981,9.569,66.8445,W,S,X,2FFMAQGB8U,HHI5J,g
33.9828,21.4605,2.9085,0.2789999999999999,0.1525,16.3542,25.2116,8.9375,23.745,206.749,W,T,W,MIDCBUZS40,A6Z70,g
108.261,35.2459,3.9109,0.0908,0.0479,50.724,90.2158,18.3796,1.873,230.846,Z,Q,Z,HXTUUSLTRS,POMZM,g
29.6226,11.9796,2.4728,0.4108,0.2138,38.4427,19.2054,10.6377,19.914,108.279,T,R,W,DKFUV83PWF,OQJNQ,g
19.7592,12.1812,2.3664,0.5419,0.2989,3.6595,-11.2892,-10.7783,18.354,182.91,S,V,W,HO5J5DS2L2,TXDJS,g
32.3022,14.8135,2.7832,0.4382,0.2595,40.9266,23.3847,12.326,10.836,131.52,T,R,X,SLYWINTEG1,N5ICP,g
52.4374,16.5393,2.5769,0.4795,0.2927,-13.1865,-59.0496,-12.9493,65.634,186.795,S,W,T,9PIMYSJLXV,0G30X,g
99.1059,51.2927,4.0321,0.1035,0.0491,-67.0572,57.9732,-56.4764,37.1652,281.1467,Z,Y,V,E0OV7XPTJ9,RN4UL,h
105.471,36.9152,3.9891,0.1233,0.0665,-37.2289,74.4186,-35.7489,0.6890000000000001,323.117,Z,Y,Z,E91IGYHK02,735VT,g
54.4277,17.9112,2.9375,0.2036,0.0969999999999999,36.8189,19.3015,1.2236,71.0903,254.5202,Y,R,T,ID1L1U8M45,TER9Q,h
51.2136,13.4449,2.8791,0.3516,0.1932,6.952000000000001,36.9659,0.75,34.4183,113.0529,V,U,V,AET7IE7GOA,WFFN0,h
33.8131,24.2268,2.9452,0.2575,0.1288,41.1283,-23.3381,-4.9897,6.6811,172.458,X,R,Y,T9PNKEY3DD,CH7VD,g
34.5908,12.6329,2.617,0.43,0.2234,27.3745,-18.514,12.6149,2.4330000000000003,213.926,T,S,Z,9GQYXZ4T0A,DB00J,g
57.999,15.3675,2.4676,0.5826,0.3799,-31.5757,-55.5729,-10.8379,0.2621,206.521,R,Y,Z,W5UGELZN5N,H2FIM,g
32.5053,16.5006,2.7943,0.3352,0.2444,19.2585,23.901,7.7135,6.4812,161.8442,V,T,Y,6D8Y6447RS,Z1XT6,h
28.4678,20.0496,2.7435,0.3466,0.2356,17.9975,19.0403,-14.6256,10.618,124.78,V,T,X,CXN8Y94XTG,5GY1X,g
24.1701,15.3587,2.4533,0.412,0.2236,33.8177,11.8433,10.7637,67.306,196.753,T,R,T,ONAQWDL6ZS,0CVX3,h
27.2242,19.8984,2.6547,0.3034,0.1584,-13.5139,14.5847,-16.0319,81.6716,167.09900000000002,W,W,T,JR5VQMMZJR,S1E5J,g
38.3363,16.057000000000002,2.6959,0.3041,0.1782,-33.4973,-32.0162,-11.1469,6.499,221.529,W,Y,Y,K51LZ5O6VR,KHCIO,g
31.5473,16.5484,2.5993,0.3371,0.2,-1.0313,-21.8471,11.3766,10.6245,196.962,V,V,X,BQDOZYER0U,S83S2,g
16.7429,15.1867,2.3096,0.6569,0.4289,-1.6276,-14.8761,11.3786,68.6733,58.837,Q,V,T,V2DE2SO4D3,2E1OZ,g
21.3128,9.624,2.2095,0.6049,0.3611,-2.5526,14.61,9.5627,7.096,234.971,R,V,X,5W6W2CFPI3,EEZ0F,g
38.1627,25.1091,3.1041,0.247,0.1279,37.2749,22.8564,16.227,5.5119,188.124,X,R,Y,6IVFNCXR70,FLDZP,g
57.7782,15.2163,3.1327,0.2063,0.1138,-21.6798,38.6586,-4.4539,3.0035,212.741,Y,X,Y,VXDRLDNR04,GELRL,g
24.4766,10.2554,2.4706,0.511,0.2961,-6.2021,-18.3492,7.5862,73.9672,146.967,S,W,T,DMUWWNOYXR,SIC40,h
187.8498,70.6816,3.2289,0.1872,0.1119999999999999,-199.3075,-191.2433,-57.5802,48.6958,307.6267,Y,Z,U,GKQEK9VFMA,BAVMC,h
26.2932,10.4593,2.5226,0.6726,0.3524,0.6667,7.502000000000001,15.2031,4.245,130.4822,Q,V,Y,YE50HI8CXJ,M26JJ,h
29.0507,13.783,2.5198,0.4048,0.216,-7.687,14.865,8.2883,10.959,249.012,U,W,X,5N7188AD1S,KE8IK,g
88.3094,27.4454,2.7608,0.3886,0.2038,-48.1421,-87.6045,-19.1741,1.3258,278.594,U,Y,Z,XNOYSJ70N8,E0EO8,g
23.4428,12.8378,2.1590000000000003,0.5591,0.3231,11.4572,11.9109,2.6576,27.4814,222.9928,R,U,V,JVFA4DPKCQ,KTC0G,h
31.5567,14.1112,2.5198,0.3263,0.1798,-24.7986,-14.4798,6.4829,21.041,140.418,V,X,W,NRCMR784W8,FU0AV,g
28.3396,6.8049,2.2175,0.5636,0.2879,-8.3458,-15.8779,1.7177,35.715,138.106,R,W,V,YCFVLLQ94C,ND9I7,g
12.6347,11.7757,2.055,0.696,0.3833,-16.0,9.8209,6.5793,73.055,176.359,Q,X,T,EB3MRUWGAU,7PF2P,g
18.1716,12.8733,2.5860000000000003,0.5344,0.3074,0.7496,-6.3392,8.3141,33.8273,162.52100000000002,S,V,V,JOMYAZ7EVC,UQG4Q,g
24.1742,18.2276,2.5397,0.3289999999999999,0.1659,38.9289,-9.7752,-14.8145,86.932,62.1077,V,R,T,S59DM5AR5P,YJWB5,g
20.6646,12.6322,2.3589,0.5208,0.3304,15.6523,15.338,5.2813,54.346,244.19,S,T,U,WZPX80VIW0,16PZB,h
39.305,18.6433,2.8491,0.2746,0.1607,7.141,22.0729,-14.0151,0.8225,233.127,W,U,Z,2FZ835NGIS,NS6NX,g
30.244,26.4647,2.7589,0.2456,0.1298,16.5457,11.6027,-4.8562,28.51,138.822,X,T,V,R9IZ9GTEHP,3LICD,g
30.3824,13.4151,2.5676,0.3897,0.2233,-7.5413,23.8201,11.3714,11.9419,179.68599999999998,U,W,X,UIN7H7PHGQ,4SNXX,g
121.854,36.8405,3.3488,0.1406,0.0755,-62.6899,-92.165,33.2383,10.626,303.658,Z,Y,X,CVIZCR3SG6,3BJ2H,h
177.8503,51.6826,3.3228,0.1573,0.0985,-69.2537,-157.2164,28.0462,17.1672,306.0614,Z,Y,W,CB3B50CASN,Z4NJC,h
58.9157,14.6455,2.9469,0.2508,0.1305,-13.8449,44.5025,4.259,1.2832,242.224,X,W,Z,AF5ZZF9S2Y,RCHX0,g
28.7994,11.9519,2.4216,0.3788,0.1913,40.8022,11.3579,6.4978,0.9082,223.234,U,R,Z,AMHWR0XCZ2,UWYL6,g
37.5494,11.2492,2.6253,0.372,0.1955,26.6471,30.6792,-2.2054,8.782,182.141,U,S,X,BLR7WQQEXI,LOO3S,g
29.4605,15.3239,2.4378,0.4526,0.2427,13.3328,-18.1348,-5.9543,5.9093,72.0692,T,T,Y,RZTKVUPOHC,WRV2F,g
119.161,39.7612,3.7452,0.1568,0.0918,-54.9065,-88.76100000000001,-20.7646,3.634,344.548,Z,Y,Y,8O9EVKLQF0,XIMSV,g
12.8462,11.4618,2.2,0.7319,0.3943,-15.1677,7.1055,-11.115,60.268,47.7054,Q,X,U,VCYIYZ80I0,A1QFZ,g
87.1492,31.4836,3.4847,0.1399,0.0808,-63.6622,54.1411,-15.1319,0.901,277.526,Z,Y,Z,UH0DRSHT0E,YSGKF,g
68.4131,22.3063,3.2439,0.2178,0.1138,-126.192,51.6702,-18.7262,1.1476,235.367,X,Z,Z,5YPFC73HFW,4ESM0,g
56.5977,9.269,2.5682,0.3351,0.1743,50.5667,44.69,-6.4003,4.562,154.621,V,Q,Y,DS3G23AHR6,KBE3S,g
33.5446,18.354,2.8503,0.4131,0.2536,-17.1067,-5.1011,8.5179,34.0146,132.4416,T,X,V,09PGPQGQ7W,64ZUK,h
144.8698,18.9582,2.8248,0.4067,0.2289,-104.6886,-161.7681,-18.6551,88.8454,92.3026,U,Z,T,PXDWPLIIC7,1VAWT,h
67.9099,30.7335,3.7383,0.1445,0.0735,52.9696,65.8335,-8.4667,3.44,161.366,Z,Q,Y,OR7ZWSGBTV,WU7AI,g
28.7944,17.1968,2.6212,0.3445,0.1758,25.6975,20.3246,-9.2023,8.3285,128.202,V,S,X,T2FW34OPSF,TL41O,g
53.3643,18.3319,2.9289,0.2179,0.1125,77.0344,32.3906,9.9774,11.5856,181.76,X,Q,X,JP90VXT9N7,WR7SB,g
40.8309,17.2319,3.0154,0.251,0.1337,-42.7736,-17.5628,9.6436,0.573,167.21599999999998,X,Y,Z,2JZVC8Q8NR,SI4YS,g
57.2739,29.9088,3.6651,0.1671,0.0892,23.974,45.6583,-20.4466,7.8961,173.96400000000003,Y,S,X,6LQ6PCPI9Z,F6267,g
12.8751,11.4248,2.1287,0.7361,0.3903,15.1077,-6.3378,-11.4133,43.404,165.73,Q,T,U,943IVEY37T,3DWFQ,g
21.3122,5.9538,2.2393,0.7896,0.5677,17.1712,18.7293,6.3354,47.817,195.136,Q,T,U,2JIEYUXJ6Q,TBCNK,h
21.4807,6.7982,2.0663,0.721,0.4249,22.3517,13.5509,-6.412000000000001,38.6659,98.2402,Q,S,V,6LFQYZZ7FK,G9TMS,h
126.328,26.6941,2.9530000000000003,0.2791,0.2072,-149.7134,113.1126,17.5409,5.6993,207.8295,W,Z,Y,U325O8RYBV,A5ADF,h
92.56,39.1323,3.9782,0.1048,0.0546,-69.4538,79.7168,20.5555,0.9188,256.883,Z,Y,Z,J3IQBB1N5X,N7TXG,g
15.2121,12.1585,2.2430000000000003,0.6571,0.3343,-0.1527,1.4138,3.3465,34.78,158.011,Q,V,V,08M7YNN202,9E56T,g
46.5019,28.1192,3.0382,0.2033,0.1058,26.1454,-21.6869,-26.0321,86.1683,159.453,Y,S,T,OFCAZQGBSQ,VKQOO,h
34.0329,15.1557,2.7368,0.3226,0.1659,0.7921,-11.1368,-6.5278,15.139,132.43,V,V,W,L3U925RYH0,CHEOA,g
28.8631,6.5382,2.2577,0.6243,0.3177,-15.3397,9.716,4.6861,6.624,223.56,R,X,Y,S80NS1XX39,V148W,g
144.486,25.963,3.0111,0.1852,0.1028,62.3694,164.958,16.0228,54.7402,125.997,Y,Q,U,1Y2K7QMWEZ,M8VZ5,h
25.8463,11.1219,2.6937,0.5061,0.3087,3.2982,18.8071,6.9405,3.61,185.927,S,V,Y,NQWRYHDC3H,XYG45,h
27.6126,9.1748,2.3683,0.4968,0.2891,-32.5939,-20.3611,-7.1786,20.189,257.97900000000004,S,Y,W,KPEM4GHJRF,BA2WF,g
47.9982,27.2546,3.4081,0.2141,0.126,-10.9705,-40.2479,18.5442,3.0708,198.484,X,W,Y,TBMJLILSNX,BBMAD,g
33.7199,10.0718,2.6817,0.4662,0.2529,6.6167,24.4273,-7.3688,57.7589,206.014,T,U,U,LZDY0FJEYW,FVRLO,h
32.262,17.019000000000002,2.6027,0.421,0.2708,9.0705,-17.5876,16.248,68.6518,132.9602,T,U,T,7INU16MNY2,1A7O8,h
20.8003,12.4121,2.3107,0.489,0.2567,-27.1434,-10.3498,-9.8585,60.8343,159.605,S,X,U,A8DDMADIG3,VHC4P,g
16.5314,11.1284,2.3874,0.627,0.3258,-20.6686,-9.6798,-5.4375,60.649,67.0224,R,X,U,P0TAZOH4Y0,J7WJO,g
79.066,53.9581,3.6749,0.2467,0.1506,7.5094,-72.1199,52.3105,0.9643,406.997,X,U,Z,OX5W9V6NJ4,EFPKQ,h
121.6825,82.8631,3.1495,0.2632,0.1427,57.2025,-61.0469,58.1906,69.5071,367.5839,W,Q,T,5HKCM2Z53C,GCYVD,h
92.8875,29.5407,3.7439,0.1827,0.111,-4.4245,62.6831,-20.4523,3.2913,323.935,Y,W,Y,9349C1RFBS,8N0BC,g
127.481,37.247,3.6508,0.0976,0.0519,11.6367,134.93,-28.6922,55.7671,149.262,Z,U,U,HQTOJ2ZD3L,WMLZI,h
35.0878,18.8217,2.7165,0.3374,0.1729,-42.9991,-41.0107,12.7714,26.1555,75.6824,V,Y,V,QQ0R11E19H,AB2U1,h
20.8875,17.8095,2.5993,0.3698,0.2151,27.9798,8.4337,9.464,1.8603,135.964,U,S,Z,2O56DR3R3Q,HGIHX,g
117.515,46.7544,3.293,0.138,0.0751,-106.727,-110.539,37.8686,40.92,173.59900000000002,Z,Z,U,TZBHQQYDZ8,L0P8V,h
72.2842,22.003,2.7631,0.2778,0.1665,-48.6834,33.3607,22.8024,2.371,313.163,W,Y,Z,41UG6Y86GO,D804G,g
39.0165,23.3996,3.1053,0.237,0.1377,8.3237,-22.4536,-21.3361,3.2298,139.102,X,U,Y,5S62WXOKIS,BW18A,g
122.7872,24.0643,3.3653,0.2985,0.1493,-71.9524,-93.1892,-18.1799,48.9955,316.6977,W,Z,U,NGZEAVEJLM,Z7EW4,h
23.091,13.4138,2.6942,0.5197,0.3084,4.2265,10.3604,-8.3245,9.3139,213.371,S,U,X,FEYH1Z8B5J,4TVQ4,g
39.5991,29.3927,3.0276,0.2027,0.1178,-1.9512,17.624000000000002,15.9953,1.0378,156.545,Y,V,Z,3U03Q8PDPR,2NOGE,g
22.2514,11.8975,2.574,0.5413,0.3027,10.2146,-11.3547,-10.0017,49.1356,108.667,S,U,U,YNLDZ4524G,AVFNH,h
20.4089,11.3508,2.3181,0.601,0.3245,19.5285,19.6055,-10.5022,47.069,275.033,R,T,U,V1M9CJ4TX6,T9NE1,g
141.003,66.975,3.1455,0.2217,0.1141,92.303,156.047,36.4384,48.632,156.006,X,Q,U,K0OWR3W6RU,K1WQL,h
22.914,12.8643,2.2945,0.6345,0.3223,-24.8899,-16.430999999999997,-5.0976,16.4346,204.995,R,X,W,X6JHJ9BW9Z,EKR46,g
25.9155,21.7162,3.1174,0.3342,0.1744,-0.1817,18.9628,10.3883,62.395,56.3603,V,V,U,0LDMQYG4P7,K7YKK,g
14.9725,11.0461,2.4952,0.5686,0.3141,11.9146,26.4058,-11.5537,4.1304,179.3368,R,U,Y,QE6W0TFZM5,03E7V,h
21.9932,9.9294,2.1931,0.5577,0.3109,-4.0314,16.335,10.1397,42.753,103.939,R,W,U,GXYYO6X5B2,T8K1V,g
20.8053,6.9185,2.0846,0.7572,0.4321,21.3256,14.0553,5.9449,19.327,51.0699,Q,S,W,EU5MDRHA3T,EOAI5,g
157.30100000000002,74.4076,3.1547,0.2759,0.1635,153.755,84.04700000000001,-56.4149,2.6081,96.5053,W,Q,Z,JNK189W7ZO,9OPOG,h
59.0112,26.2465,3.5361,0.1691,0.0921,48.3117,45.5126,-17.2875,1.8811,206.842,Y,Q,Z,FB8XPAW8LD,2HUT4,g
28.5463,8.9766,2.732,0.5505,0.3123,-21.8688,18.7674,9.1991,20.271,146.741,R,X,W,HOAI4PELP0,BMV1F,h
23.502,13.6746,2.5653,0.4816,0.3116,5.0085,16.0397,9.4612,54.04600000000001,57.93600000000001,S,U,U,57I7XTUAW3,KH7P6,h
85.889,28.6696,3.7388,0.152,0.0851,25.0748,-37.7939,23.3276,8.2632,206.324,Z,S,X,RC7DANJ9FB,WLK4T,g
52.5569,19.0896,3.0328,0.2893,0.1655,33.7143,54.904,5.2874,2.29,230.092,W,R,Z,D60LI2XT8K,CPDX0,g
49.6858,8.4888,2.7364,0.3541,0.1844,50.8377,29.8093,3.7914,83.4249,213.43,V,Q,T,CLNTFZEEO2,LKXWJ,h
134.41899999999998,26.4337,2.9886,0.231,0.1278,-194.917,121.373,-16.8813,12.084,249.913,X,Z,X,HSJ7V1QTV6,QRLYH,h
49.2259,17.4264,2.7631,0.2968,0.1579,-5.3737,-28.201,-11.3275,1.1643,252.792,W,W,Z,YYLRJ318EK,J0YJ3,g
15.0914,12.6878,2.5905,0.6985,0.3668,-14.8798,19.6686,8.016,42.7974,128.2509,Q,X,U,NA4KWWAJ43,3Z8GD,h
64.3679,28.65,3.6926,0.1435,0.0726,30.1102,29.1094,-13.8552,3.417,226.762,Z,R,Y,OZ47G2V3X0,4CKAU,g
28.8227,18.0296,2.8985,0.3373,0.1939,12.6347,19.6779,10.0242,22.053,140.793,V,T,W,2WU9IIZYEK,7E5GX,g
90.6662,37.7353,3.5818,0.2266,0.118,-15.7899,-38.7518,-19.065,2.481,404.328,X,X,Z,PF6F7JE05T,X1MQT,g
124.742,48.1381,3.4739,0.2606,0.1372,-84.4417,-110.132,-36.8957,7.537999999999999,394.841,W,Z,X,8XAOD8YGDM,WMO7Z,h
58.0216,25.4482,3.1546,0.1709,0.0907,-32.5491,-44.2358,17.3529,3.131,183.871,Y,Y,Y,YEIHS5FV7X,2CTWM,g
22.2368,19.6814,2.6893,0.4049,0.2117,9.7946,-8.0462,-13.8743,64.813,40.4925,U,U,T,DVDRZXOLII,PFXNA,g
21.646,12.4422,2.4907,0.5234,0.2956,25.0042,15.2416,-10.377,66.525,233.086,S,S,T,ZE1MJAR3BW,ITDXD,h
267.768,145.251,3.5586,0.0804,0.0405,374.603,-136.673,120.53,44.655,85.569,Z,Q,U,1E6UMTPH6T,PV4QQ,h
22.1067,13.7589,2.5289,0.5118,0.2648,12.062,-14.7138,-10.8676,1.318,199.388,S,U,Z,EW9ULDI60K,S1KK4,g
76.6189,22.4543,3.6042,0.1833,0.0932,62.6811,67.2765,12.6811,1.2024,218.21400000000003,Y,Q,Z,W9MIQS3TUV,QUNIM,g
19.9306,12.88,2.2799,0.4987,0.3071,14.4848,13.6196,-2.5967,28.38,240.814,S,T,V,HKF85BT0TZ,FDF5R,g
28.5828,17.0516,2.6594,0.3527,0.2026,-15.6348,-16.2065,-3.6791,3.05,181.161,V,X,Y,VI2VXUBMV5,YLX96,g
26.6398,20.9653,2.9114,0.325,0.1735,19.4828,8.4823,-7.5902,71.4016,55.3018,V,T,T,9RN6QIYS1M,90V8R,h
61.6628,22.8819,2.9214,0.2109,0.1073,-31.4227,41.2793,6.7023,21.2299,189.062,Y,Y,W,RU2O6CWZG5,FE1PK,g
41.7967,17.4889,2.8782,0.266,0.1383,-4.6361,15.0798,9.3551,17.537,206.47,W,W,W,HDRZABOXHE,66WQQ,g
38.2411,15.8063,2.9063,0.2605,0.1445,18.0123,16.6159,3.7254,13.963,223.689,W,T,W,CCGWX9G5F4,19POT,g
28.7876,10.3231,2.6886,0.4742,0.3254,-1.1499,18.6006,-12.0844,67.1032,255.0153,S,V,T,WCSI95GZ3B,BH997,h
13.1698,10.9179,2.1383,0.7709,0.3891,-14.9603,1.6626,11.8806,78.186,139.15200000000002,Q,X,T,HUH4D7OE1I,8KRKR,g
59.9538,18.622,3.138,0.2693,0.1372,21.6937,45.529,13.3787,4.604,236.668,W,S,Y,UAPAH69ZZ8,8S7HQ,g
44.4007,16.8812,2.5092,0.3189,0.1625,44.0654,-28.9283,-16.2577,1.7080000000000002,253.655,V,R,Z,P9DLI3JS9R,0HDO4,g
24.8332,15.6621,2.5949,0.4269,0.2274,5.8766,17.1802,9.8723,4.833,165.03599999999997,T,U,Y,FSYW5UGYY1,TQVHZ,g
305.0961,108.4434,4.0668,0.0932,0.0428,-265.8062,-281.844,83.6705,39.5605,236.8798,Z,Z,V,AL6MJP5DDT,BWQCA,h
27.1484,16.1983,2.673,0.3248,0.1794,2.2225,-17.2897,-13.058,11.7518,93.8352,V,V,X,HCY6REA5AM,PRI7L,g
28.5608,6.7988,2.1931,0.5256,0.266,-10.2006,-12.0474,-2.4207,12.69,67.1719,S,W,X,PV9JJROISF,DDC9J,h
50.1122,27.2217,3.2483,0.2049,0.1025,-41.7353,-43.1794,18.9071,85.7234,134.637,Y,Y,T,RDV78IK080,6L34W,h
31.5356,12.3269,2.7709,0.3678,0.1856,29.2554,10.6413,3.648,68.3389,122.715,U,R,T,CAIF7PPNNJ,M5LOY,h
51.0232,19.7804,2.891,0.2288,0.1317,38.3584,45.9393,7.6547,17.352999999999998,114.705,X,R,W,41CA5WFIR1,TF4ET,g
93.0085,30.5026,3.751,0.1969,0.1181,-9.3996,54.6479,13.8179,0.868,331.793,Y,W,Z,NYVCV6ZZLY,SWG6T,g
23.8686,16.2113,2.3883,0.5153,0.3211,25.2185,15.2242,-11.02,68.464,158.83,S,S,T,H8DG8F2M7S,7FU17,g
20.9469,6.4102,2.1319,0.7823,0.5203,-18.3706,-17.1937,6.1023,71.9164,20.4975,Q,X,T,C780NGPWCK,9Q80D,g
104.244,36.4316,3.8046,0.1576,0.0906,-108.41,50.3747,26.3949,1.5254,372.68,Z,Z,Z,M2C97JJLN6,G73SU,g
12.924,11.3587,2.1629,0.7423,0.3814,-15.0341,4.591,-11.7061,59.2402,227.049,Q,X,U,YBR7R74FEN,8TI04,g
32.7716,22.3119,2.5775,0.2328,0.1204,5.8112,18.6852,19.8618,27.3093,95.8153,X,U,V,0RX0KD4E8E,QA8S4,g
22.1643,11.0356,2.2765,0.5926,0.3466,15.8231,18.9287,5.5689,21.283,116.737,R,T,W,7CCSYDS9GT,J54WF,g
12.9651,11.1028,2.1055,0.7451,0.4431,14.3497,-6.9602,-9.5272,32.5129,239.576,Q,T,V,6QY8T8U7PO,P13N4,g
20.8247,7.1719,2.0233,0.7014,0.3554,-1.3973,8.6766,6.0362,39.435,100.761,Q,V,V,XVJXHY0ZFI,0W0GZ,h
54.2633,9.2535,2.4125,0.5841,0.3308,20.8476,29.631,-7.9085,11.112,289.514,R,S,X,MQM9JHGDIF,PJ600,g
25.7164,18.7635,2.5065,0.4019,0.2165,28.874,22.5338,-11.6417,34.405,189.145,U,S,V,1G2D9U8AWF,9V4Q4,g
29.5503,9.3699,2.4822,0.5535,0.3443,-20.8277,17.3776,-7.8831,65.13600000000001,155.627,R,X,T,UE6NDLHCYD,2VTV5,h
41.2412,16.844,2.6222,0.2912,0.1492,-24.2949,18.4922,-12.2418,19.4837,189.459,W,X,W,9QDIEL8L4A,V5GL8,g
218.336,35.3365,3.2117,0.1425,0.0722,-146.548,-213.898,33.3199,81.4912,205.771,Z,Z,T,GMGEN9XIVZ,C6WJQ,h
19.947,11.7525,2.4216,0.6098,0.3352,9.942,19.6796,-8.1985,48.221,228.147,R,U,U,MC5INZOH81,WCX7D,h
31.0128,19.8791,2.8182,0.3571,0.1922,10.3295,26.9733,-10.5413,19.332,168.051,U,U,W,DYKM6Y79ZB,RF6Q7,g
38.015,17.8824,2.7435,0.2744,0.1399,5.6726,27.8261,16.6841,9.2636,174.732,W,U,X,ARDSS1F5NP,2KPC9,g
56.3973,22.5961,3.18,0.2028,0.1034,7.717,17.7046,-16.6821,12.2671,192.565,Y,U,X,SLI937GBBS,E7BCN,g
28.3082,12.9431,2.596,0.3828,0.2015,14.4723,15.3343,-7.0111,53.097,177.959,U,T,U,0CS27171O1,EXZVE,h
23.7727,15.174,2.7046,0.4087,0.2142,33.9466,11.5616,-12.2635,10.925999999999998,190.183,T,R,X,FF74F7ZKOK,888VR,g
99.1508,36.1225,3.995,0.1123,0.0567,100.579,82.4632,25.5191,4.199,268.046,Z,Q,Y,WY8OTKAEYD,VLYIN,g
33.6678,18.4041,2.5587,0.326,0.1644,0.1229,-18.2515,17.429000000000002,46.0907,174.362,V,V,U,O0Z6750PU3,WSJDJ,h
32.6291,19.8259,3.0324,0.3341,0.1712,14.75,31.7128,9.9706,0.516,163.489,V,T,Z,6YEX9N9KAB,UJ9PP,g
24.7242,7.6865,2.3424,0.7091,0.4295,-14.0032,-19.4521,7.5515,24.6644,93.3278,Q,W,V,V8TJ6GARY6,UZDK2,g
26.7323,10.33,2.3274,0.4424,0.2282,11.8964,20.7749,6.335,22.5005,136.458,T,U,W,2I5JH8U1V1,UYGOK,g
21.6023,11.8935,2.5384,0.6136,0.3111,7.3504,21.0175,-6.0192,47.6795,130.388,R,U,U,V74DDS9IVQ,OGHXB,h
33.1959,11.5356,2.6289,0.4324,0.2902,25.683000000000003,27.794,9.2649,6.484,182.24,T,S,Y,DJMR3LR2TQ,PTT1H,g
25.643,13.8085,2.4409,0.4058,0.2047,28.4416,20.009,-7.4265,33.9455,67.7682,U,S,V,LJ235G9Q6N,ENSE1,g
93.9291,32.9969,3.7322,0.1916,0.1068,-2.8685,52.7196,11.4425,0.034,338.291,Y,V,Z,KHP90UPPKC,5911U,g
89.4755,29.1612,3.5509,0.2483,0.127,-17.5889,-47.842,15.3515,0.7,367.97,X,X,Z,PBNCQPH0TP,6TY1U,g
27.0469,7.7368,2.2201,0.6205,0.3163,11.8543,-14.486,-5.4268,12.261,161.136,R,U,X,G645DGQ04T,RE6BB,g
28.0088,22.9561,2.8497,0.2657,0.1435,-17.1665,-15.8801,8.6297,25.5231,125.751,W,X,V,G2D4A4271O,9EP96,h
26.9117,9.5105,2.5264,0.4853,0.2579,-2.6274,18.2372,5.1675,48.6712,214.0347,S,V,U,GQA36OJ8KV,GL50R,h
34.7486,19.2286,2.5629,0.3666,0.1984,30.3637,-16.3092,14.3186,1.521,109.445,U,R,Z,JADZMEH3CY,H83H1,g
34.1115,15.4917,2.382,0.4191,0.2261,40.1648,28.083,15.7419,9.2366,145.657,T,R,X,80NDATMVKW,AAXSB,g
36.0322,15.085,2.5211,0.4102,0.2122,43.5622,-4.8233,21.567,85.2358,205.4117,T,R,T,K7JTMS0Q3P,J1OGL,h
16.5264,11.0962,2.3747,0.6456,0.3903,-3.1107,6.4167,7.9088,37.168,154.30700000000002,R,W,V,NJPU7Q3ZL2,WJZEO,g
17.5926,16.034000000000002,2.2175,0.6182,0.3667,1.7766,15.3561,-11.0044,34.553000000000004,159.92,R,V,V,46FRYEPELG,0G8GF,g
20.9328,6.803,2.1189,0.7605,0.4525,20.707,14.8757,-6.0435,83.6972,117.178,Q,S,T,2J0XI7AN90,PH355,g
42.1097,10.8762,2.7068,0.2856,0.1462,13.0137,-30.4049,-10.0624,75.6662,114.0652,W,T,T,T7H7XCBHAS,JE60U,h
29.6828,11.2671,2.2132,0.5966,0.3305,9.4322,5.224,-5.6215,57.6886,211.7046,R,U,U,VZJG92OO4H,8XCBZ,h
118.532,26.8224,3.3625,0.3733,0.1947,-138.306,-107.423,-16.6705,27.942,347.22900000000004,U,Z,V,WMYN1W64LN,P7M5C,h
72.0106,24.9636,3.2418,0.2842,0.1602,-20.3517,-38.1147,12.6873,4.374,318.61400000000003,W,X,Y,UYIHQKPYYZ,Q22Y7,g
29.2191,12.5891,2.5139,0.3951,0.2343,-4.9909,18.6529,-8.5386,28.8593,88.4362,U,W,V,S5OR40PGAD,DLH3F,g
26.5806,12.0576,2.5289,0.4379,0.2204,23.499,22.5027,7.8271,4.9083,231.82,T,S,Y,2CTHKKHD8G,WVT37,g
44.903,20.0392,3.1555,0.2412,0.1451,6.1555,26.7131,-7.4629,9.599,239.209,X,U,X,GA70J98SYI,94TX8,g
